city,timestamp,dayMean,aveMean,dayHigh,aveHigh,recHigh,dayLow,aveLow,recLow,aveHumidity,dayPrecip,avePrecip
Miami,20150930,85,82,92,88,93,78,76,65,74,T,0.32
Miami,20151001,84,82,91,88,95,77,76,59,66,0,0.28
Miami,20151002,84,82,91,88,94,77,76,59,75,0,0.28
Miami,20151003,82,82,88,88,94,75,76,65,64,0,0.28
Miami,20151004,79,82,87,88,93,71,76,64,68,0,0.27
Miami,20151005,80,82,87,88,93,72,75,62,71,0.1,0.26
Miami,20151006,79,81,85,88,93,73,75,64,69,0,0.27
Miami,20151007,82,81,88,88,93,75,75,66,74,0.2,0.27
Miami,20151008,82,81,88,87,93,75,75,65,78,0.13,0.26
Miami,20151009,83,81,89,87,91,76,75,62,76,0.32,0.26
Miami,20151010,83,81,90,87,94,75,75,57,73,0.01,0.25
Miami,20151011,81,81,86,87,92,76,75,57,73,0,0.25
Miami,20151012,82,81,88,87,91,75,74,60,73,0,0.23
Miami,20151013,80,80,88,87,93,72,74,62,75,1.41,0.23
Miami,20151014,82,80,90,87,92,73,74,58,78,0,0.2
Miami,20151015,83,80,88,86,91,77,74,58,73,0,0.2
Miami,20151016,79,80,83,86,94,75,74,60,80,0.39,0.18
Miami,20151017,80,80,84,86,92,76,74,58,75,T,0.19
Miami,20151018,78,80,85,86,90,71,73,58,69,1.25,0.17
Miami,20151019,79,80,84,86,92,73,73,53,76,0.1,0.18
Miami,20151020,80,79,84,86,91,76,73,54,66,T,0.17
Miami,20151021,81,79,86,86,89,76,73,53,64,0.01,0.17
Miami,20151022,79,79,85,85,92,72,73,57,69,0.13,0.17
Miami,20151023,79,79,84,85,91,74,72,57,73,0.18,0.15
Miami,20151024,79,79,85,85,92,73,72,52,75,0.18,0.16
Miami,20151025,80,78,85,85,89,74,72,52,73,T,0.15
Miami,20151026,80,78,85,85,90,75,72,55,70,T,0.16
Miami,20151027,81,78,85,85,90,77,72,52,72,0.01,0.15
Miami,20151028,78,78,81,85,90,74,71,51,87,0.07,0.15
Miami,20151029,82,78,89,84,90,74,71,45,80,0.01,0.14
Miami,20151030,82,78,89,84,92,75,71,46,76,0,0.12
Miami,20151031,80,77,84,84,91,76,71,55,80,0.2,0.13
Miami,20151101,82,77,87,84,89,76,71,52,79,0,0.14
Miami,20151102,82,77,87,84,89,77,70,52,73,0,0.14
Miami,20151103,81,77,87,84,89,75,70,54,78,0,0.14
Miami,20151104,83,77,88,83,89,77,70,50,77,0.22,0.14
Miami,20151105,83,76,86,83,90,79,70,45,70,0,0.13
Miami,20151106,81,76,86,83,91,76,70,48,74,0.26,0.13
Miami,20151107,83,76,87,83,88,78,69,53,76,0.01,0.13
Miami,20151108,83,76,87,83,87,79,69,52,75,0,0.13
Miami,20151109,83,76,88,83,89,77,69,51,74,0,0.12
Miami,20151110,82,76,89,83,89,74,69,48,80,0.02,0.12
Miami,20151111,81,76,88,82,89,74,69,48,76,0,0.12
Miami,20151112,81,75,87,82,89,74,69,50,79,0,0.12
Miami,20151113,82,75,88,82,88,76,68,46,75,0.05,0.12
Miami,20151114,75,75,79,82,88,71,68,42,91,3.37,0.12
Miami,20151115,75,75,78,82,88,71,68,44,84,0.77,0.11
Miami,20151116,77,75,80,82,89,73,68,44,84,0.05,0.11
Miami,20151117,79,75,85,81,87,72,68,43,83,0.04,0.1
Miami,20151118,82,74,85,81,88,78,68,42,78,0.24,0.11
Miami,20151119,81,74,85,81,89,77,68,44,81,0.01,0.09
Miami,20151120,80,74,86,81,87,73,67,43,83,0,0.09
Miami,20151121,76,74,83,81,87,69,67,36,85,0.95,0.09
Miami,20151122,77,74,85,81,86,69,67,43,85,0.62,0.09
Miami,20151123,71,74,78,81,87,64,67,44,70,0,0.08
Miami,20151124,70,74,77,81,88,63,67,42,65,0.03,0.08
Miami,20151125,74,74,79,80,86,69,67,40,69,0.27,0.08
Miami,20151126,75,73,80,80,86,70,67,39,74,0.17,0.09
Miami,20151127,76,73,81,80,87,70,66,42,71,0.18,0.09
Miami,20151128,75,73,81,80,88,68,66,38,68,0.02,0.09
Miami,20151129,74,73,81,80,88,66,66,39,75,0,0.09
Miami,20151130,75,73,79,80,87,71,66,42,87,0.3,0.08
Miami,20151201,76,73,83,80,87,68,66,43,85,0.16,0.08
Miami,20151202,79,72,83,80,86,74,66,41,87,0.29,0.07
Miami,20151203,78,72,84,79,89,72,65,37,85,1.36,0.07
Miami,20151204,73,72,76,79,88,70,65,42,87,3.73,0.07
Miami,20151205,75,72,77,79,87,72,65,45,97,2.94,0.07
Miami,20151206,78,72,80,79,86,75,65,44,79,T,0.07
Miami,20151207,72,72,76,79,86,68,65,35,89,0.09,0.06
Miami,20151208,71,72,74,79,86,67,65,38,86,0.67,0.07
Miami,20151209,77,72,83,79,87,70,64,43,83,0.01,0.07
Miami,20151210,76,71,81,79,89,71,64,37,81,0,0.07
Miami,20151211,77,71,83,78,85,70,64,32,78,0,0.06
Miami,20151212,76,71,83,78,87,69,64,30,78,T,0.07
Miami,20151213,79,71,82,78,89,75,64,33,75,0.05,0.07
Miami,20151214,79,71,84,78,86,74,63,35,82,0.03,0.07
Miami,20151215,78,70,84,78,86,72,63,35,85,0,0.07
Miami,20151216,78,70,84,78,85,71,63,34,79,0,0.06
Miami,20151217,80,70,84,78,85,75,63,41,82,0,0.07
Miami,20151218,78,70,85,78,87,71,63,41,78,0,0.07
Miami,20151219,70,70,76,78,85,64,62,39,69,0,0.07
Miami,20151220,74,70,77,77,86,70,62,36,75,0.17,0.07
Miami,20151221,78,70,82,77,85,74,62,37,77,0.08,0.07
Miami,20151222,79,70,83,77,86,74,62,39,82,0.07,0.06
Miami,20151223,80,69,83,77,86,77,62,37,81,0,0.07
Miami,20151224,81,69,84,77,86,77,62,31,77,0,0.06
Miami,20151225,81,69,84,77,85,77,61,30,77,0,0.05
Miami,20151226,79,69,84,77,88,73,61,32,81,0.09,0.06
Miami,20151227,80,69,83,77,86,76,61,38,75,0.01,0.06
Miami,20151228,80,69,84,77,84,76,61,37,78,0,0.06
Miami,20151229,80,69,83,77,85,77,61,41,77,0,0.05
Miami,20151230,81,69,84,77,84,77,61,33,81,0.07,0.06
Miami,20151231,80,68,84,77,84,75,60,34,79,0,0.06
New York City,20010101,28,34,32,40,60,25,28,11,56,0,0.1
New York City,20010102,24,34,28,40,60,21,28,9,59,0,0.1
New York City,20010103,26,34,32,40,63,21,28,10,60,0,0.11
New York City,20010104,30,34,34,40,66,27,27,4,56,0,0.1
New York City,20010105,30,33,33,40,64,27,27,9,79,0.15,0.1
New York City,20010106,34,33,39,40,72,30,27,8,69,0,0.11
New York City,20010107,36,33,41,39,62,30,27,4,62,0,0.1
New York City,20010108,35,33,37,39,64,33,27,3,91,0.26,0.1
New York City,20010109,30,33,34,39,66,27,27,1,68,0,0.11
New York City,20010110,28,33,33,39,59,23,27,2,56,0,0.1
New York City,20010111,38,33,45,39,62,30,27,4,54,0,0.11
New York City,20010112,37,33,41,39,60,32,26,1,58,0,0.11
New York City,20010113,34,33,39,39,62,30,26,4,61,0,0.1
New York City,20010114,38,33,42,39,64,34,26,7,65,0,0.11
New York City,20010115,36,33,37,39,62,35,26,0,92,0.38,0.11
New York City,20010116,41,33,45,39,59,37,26,2,73,0,0.1
New York City,20010117,40,33,42,39,59,36,26,-1,61,0,0.11
New York City,20010118,34,33,37,39,64,32,26,0,78,0.01,0.1
New York City,20010119,36,33,39,39,64,34,26,-3,95,0.76,0.1
New York City,20010120,34,33,37,39,61,30,26,0,89,0.17,0.1
New York City,20010121,28,33,33,39,64,23,26,-3,75,0.05,0.1
New York City,20010122,30,33,35,39,57,24,26,5,59,0,0.1
New York City,20010123,32,33,37,39,62,27,26,3,63,0,0.1
New York City,20010124,38,33,43,39,68,32,26,3,56,0,0.1
New York City,20010125,33,33,39,39,57,26,26,2,62,0,0.1
New York City,20010126,29,33,37,39,72,21,26,5,54,0,0.09
New York City,20010127,34,33,39,39,66,30,26,0,72,0.01,0.1
New York City,20010128,34,33,37,40,60,30,27,7,48,0,0.09
New York City,20010129,32,33,37,40,68,28,27,2,51,0,0.11
New York City,20010130,45,33,55,40,63,35,27,4,80,0.72,0.1
New York City,20010131,42,33,48,40,61,37,27,2,70,0,0.1
New York City,20010201,44,33,48,40,66,39,27,3,57,0,0.1
New York City,20010202,38,34,45,40,59,28,27,-1,69,0.02,0.09
New York City,20010203,30,34,32,40,64,27,27,1,44,0,0.1
New York City,20010204,30,34,37,40,68,24,27,10,59,0,0.1
New York City,20010205,35,34,37,40,70,33,27,6,92,0.35,0.09
New York City,20010206,40,34,44,41,69,37,27,4,65,0,0.1
New York City,20010207,40,34,43,41,52,36,27,5,53,0,0.09
New York City,20010208,36,34,39,41,60,33,28,-2,62,0,0.1
New York City,20010209,42,34,48,41,62,35,28,7,88,0,0.09
New York City,20010210,44,34,60,41,60,28,28,4,48,0.02,0.09
New York City,20010211,26,35,30,41,63,21,28,2,39,0,0.1
New York City,20010212,26,35,35,42,58,16,28,4,57,0.02,0.09
New York City,20010213,40,35,48,42,65,33,28,8,68,0,0.09
New York City,20010214,40,35,46,42,60,34,28,1,83,0.01,0.09
New York City,20010215,44,35,48,42,74,37,29,-7,67,0.03,0.1
New York City,20010216,36,36,37,42,69,34,29,2,85,0.29,0.1
New York City,20010217,31,36,39,43,66,21,29,2,57,0,0.1
New York City,20010218,26,36,32,43,67,19,29,0,42,0,0.1
New York City,20010219,36,36,43,43,65,28,29,9,39,0,0.1
New York City,20010220,46,36,54,43,63,39,29,3,55,0.01,0.09
New York City,20010221,36,36,52,43,68,21,29,6,44,0,0.1
New York City,20010222,20,37,23,44,70,18,30,9,69,0.04,0.11
New York City,20010223,30,37,39,44,66,21,30,8,67,0,0.1
New York City,20010224,30,37,35,44,73,26,30,6,44,0,0.11
New York City,20010225,42,37,50,44,68,33,30,12,91,0.55,0.11
New York City,20010226,44,37,53,45,62,36,30,9,60,0,0.1
New York City,20010227,40,38,48,45,73,33,30,9,52,0,0.11
New York City,20010228,32,38,36,45,66,28,31,10,43,0,0.11
New York City,20010301,31,38,37,45,68,25,31,8,44,0,0.12
New York City,20010302,36,38,42,46,67,30,31,13,80,0.06,0.11
New York City,20010303,40,38,45,46,65,36,31,10,73,0,0.12
New York City,20010304,32,39,37,46,69,28,31,7,78,0.01,0.11
New York City,20010305,31,39,32,46,72,30,32,9,91,0.16,0.12
New York City,20010306,30,39,34,47,64,26,32,14,86,0.27,0.12
New York City,20010307,37,40,41,47,69,32,32,14,65,0,0.13
New York City,20010308,34,40,39,47,74,30,32,14,70,0,0.12
New York City,20010309,38,40,42,47,75,35,33,14,77,0.34,0.12
New York City,20010310,40,40,44,48,74,35,33,12,52,0,0.12
New York City,20010311,44,40,54,48,70,34,33,15,44,0,0.12
New York City,20010312,38,41,45,48,69,32,33,15,47,0,0.12
New York City,20010313,42,41,48,49,83,35,34,19,92,1.37,0.12
New York City,20010314,46,41,48,49,75,43,34,18,53,0,0.12
New York City,20010315,48,42,53,49,74,43,34,14,48,0,0.13
New York City,20010316,48,42,53,50,77,41,34,19,59,0.1,0.13
New York City,20010317,42,42,46,50,74,37,35,15,90,0.15,0.13
New York City,20010318,40,43,45,50,75,35,35,13,61,0,0.14
New York City,20010319,43,43,51,51,72,35,35,10,36,0,0.13
New York City,20010320,45,43,53,51,82,37,36,19,52,0,0.14
New York City,20010321,41,44,43,51,70,39,36,18,93,0.73,0.14
New York City,20010322,42,44,44,52,76,39,36,19,94,1.18,0.13
New York City,20010323,47,44,55,52,74,39,37,20,45,0,0.14
New York City,20010324,44,45,52,52,74,35,37,22,50,0,0.14
New York City,20010325,36,45,43,53,77,30,37,19,37,0,0.13
New York City,20010326,32,45,37,53,72,28,38,20,76,0.07,0.14
New York City,20010327,33,46,41,54,83,25,38,23,43,0,0.14
New York City,20010328,38,46,46,54,83,30,38,23,56,0,0.13
New York City,20010329,40,46,46,54,86,35,39,25,81,0.17,0.14
New York City,20010330,40,47,43,55,79,37,39,23,99,1.82,0.13
New York City,20010331,42,47,46,55,82,37,39,24,83,0.07,0.14
New York City,20010401,39,47,41,55,80,37,40,27,97,0,0.14
New York City,20010402,42,48,48,56,79,37,40,34,79,0,0.14
New York City,20010403,46,48,53,56,77,39,40,25,64,0,0.14
New York City,20010404,46,48,54,57,76,39,41,24,57,0,0.14
New York City,20010405,52,49,63,57,74,43,41,25,41,0,0.14
New York City,20010406,50,49,55,57,80,48,41,22,80,0.22,0.14
New York City,20010407,49,50,55,58,91,43,42,22,77,0,0.13
New York City,20010408,42,50,45,58,89,41,42,25,90,0.09,0.14
New York City,20010409,58,50,73,59,84,42,42,26,89,0.52,0.15
New York City,20010410,53,51,61,59,82,46,43,29,79,0.04,0.14
New York City,20010411,48,51,55,59,82,42,43,32,88,0.14,0.15
New York City,20010412,48,52,54,60,86,42,43,29,100,0.11,0.14
New York City,20010413,58,52,71,60,85,46,44,31,76,0.01,0.14
New York City,20010414,55,52,66,60,84,46,44,27,43,0,0.14
New York City,20010415,56,53,64,61,86,48,44,28,54,0.01,0.14
New York City,20010416,54,53,62,61,89,48,45,31,57,0.09,0.13
New York City,20010417,48,53,52,62,94,45,45,32,69,0.01,0.13
New York City,20010418,48,54,53,62,91,41,45,35,40,0,0.12
New York City,20010419,46,54,55,62,85,36,46,35,46,0,0.13
New York City,20010420,53,54,61,63,85,46,46,35,71,0,0.13
New York City,20010421,58,55,64,63,86,51,46,33,86,0.19,0.13
New York City,20010422,68,55,84,63,85,53,47,33,72,0,0.13
New York City,20010423,68,55,78,64,85,60,47,36,72,0,0.12
New York City,20010424,72,56,87,64,87,54,47,36,71,0,0.13
New York City,20010425,50,56,54,64,88,46,48,36,56,0,0.12
New York City,20010426,53,56,62,65,91,46,48,37,51,0,0.13
New York City,20010427,60,57,71,65,89,48,48,38,39,0,0.13
New York City,20010428,58,57,62,66,89,52,48,36,32,0,0.12
New York City,20010429,55,57,64,66,88,46,49,39,34,0,0.13
New York City,20010430,63,58,77,66,89,51,49,42,35,0,0.11
New York City,20010501,74,58,84,67,85,63,49,38,40,0,0.1
New York City,20010502,78,58,90,67,90,69,50,40,45,0,0.12
New York City,20010503,79,58,90,67,90,69,50,40,41,0,0.11
New York City,20010504,82,59,91,67,92,73,50,41,40,0,0.12
New York City,20010505,72,59,80,68,90,61,51,42,50,0.01,0.12
New York City,20010506,57,59,64,68,93,51,51,41,51,0,0.11
New York City,20010507,54,60,64,68,93,45,51,40,62,0,0.12
New York City,20010508,57,60,64,69,89,50,51,37,71,0,0.11
New York City,20010509,64,60,75,69,92,54,52,37,63,0,0.12
New York City,20010510,69,61,82,69,91,57,52,38,49,0,0.11
New York City,20010511,76,61,87,70,96,66,52,42,46,0,0.11
New York City,20010512,74,61,86,70,88,60,53,44,55,0,0.11
New York City,20010513,62,62,68,70,89,55,53,45,48,0,0.11
New York City,20010514,60,62,69,71,84,53,53,45,41,0,0.11
New York City,20010515,62,62,73,71,89,54,54,43,42,0,0.11
New York City,20010516,56,62,61,71,90,52,54,41,72,0,0.12
New York City,20010517,58,63,64,72,90,53,54,38,73,0,0.12
New York City,20010518,58,63,64,72,86,55,54,44,85,0.04,0.12
New York City,20010519,70,63,81,72,95,59,55,43,69,0,0.12
New York City,20010520,58,64,63,72,97,54,55,44,76,0,0.12
New York City,20010521,56,64,59,73,93,53,55,45,94,0.38,0.14
New York City,20010522,57,64,60,73,94,55,56,47,96,0.8,0.13
New York City,20010523,57,65,59,73,94,55,56,45,97,0.24,0.14
New York City,20010524,60,65,68,74,91,55,56,41,87,0.01,0.14
New York City,20010525,55,65,57,74,95,53,57,44,88,0.02,0.13
New York City,20010526,57,66,62,74,94,53,57,45,96,0.06,0.14
New York City,20010527,63,66,72,75,92,55,57,41,92,0.03,0.13
New York City,20010528,66,66,73,75,92,59,58,44,66,0.07,0.13
New York City,20010529,67,67,75,75,95,61,58,48,62,0.01,0.14
New York City,20010530,60,67,66,76,96,55,58,48,43,0,0.14
New York City,20010531,60,67,69,76,96,52,59,50,38,0,0.14
New York City,20010601,62,68,69,76,94,55,59,46,57,0.6,0.14
New York City,20010602,67,68,73,77,94,61,59,48,94,1.01,0.14
New York City,20010603,68,68,75,77,93,62,60,49,73,0.03,0.14
New York City,20010604,66,69,75,77,96,59,60,51,54,0,0.14
New York City,20010605,68,69,77,78,91,61,61,49,54,0,0.14
New York City,20010606,70,69,75,78,93,66,61,49,49,0,0.14
New York City,20010607,70,70,78,78,97,62,61,50,47,0,0.14
New York City,20010608,72,70,80,79,97,64,62,50,39,0,0.15
New York City,20010609,72,70,80,79,99,64,62,49,39,0,0.14
New York City,20010610,73,71,81,79,100,66,62,48,40,0,0.14
New York City,20010611,76,71,82,79,96,69,63,46,64,0.15,0.15
New York City,20010612,75,71,84,80,92,66,63,49,67,0.01,0.14
New York City,20010613,72,72,77,80,97,66,63,51,88,0,0.14
New York City,20010614,74,72,82,80,99,66,64,51,89,0,0.13
New York City,20010615,75,72,84,81,96,68,64,54,87,0,0.14
New York City,20010616,76,72,82,81,96,69,64,55,91,0,0.13
New York City,20010617,72,73,78,81,96,66,65,53,84,1.73,0.13
New York City,20010618,76,73,87,81,95,69,65,49,47,0,0.13
New York City,20010619,80,73,88,82,97,73,65,56,53,0,0.13
New York City,20010620,80,74,90,82,98,72,65,55,58,0,0.12
New York City,20010621,71,74,73,82,98,69,66,55,84,0.34,0.12
New York City,20010622,75,74,84,82,99,68,66,53,79,0,0.11
New York City,20010623,74,74,78,83,95,69,66,54,87,1.3,0.12
New York City,20010624,70,75,75,83,96,66,66,53,77,0.06,0.12
New York City,20010625,74,75,84,83,99,66,67,56,62,0,0.13
New York City,20010626,78,75,88,83,101,70,67,56,57,0,0.12
New York City,20010627,82,75,91,84,97,75,67,56,51,0,0.12
New York City,20010628,84,76,91,84,96,77,67,55,54,0,0.11
New York City,20010629,78,76,82,84,98,73,68,59,59,0,0.12
New York City,20010630,86,76,93,84,97,78,68,57,57,0.01,0.12
New York City,20010701,80,76,91,84,97,70,68,56,66,0.23,0.12
New York City,20010702,65,76,73,84,101,57,68,58,44,0,0.13
New York City,20010703,68,76,78,85,107,62,68,57,51,0,0.12
New York City,20010704,73,77,81,85,100,66,69,57,81,0.25,0.12
New York City,20010705,77,77,84,85,100,70,69,56,68,0.09,0.13
New York City,20010706,68,77,73,85,103,63,69,56,50,0,0.13
New York City,20010707,73,77,80,85,101,66,69,59,50,0,0.13
New York City,20010708,70,77,75,85,99,66,69,60,76,0.5,0.13
New York City,20010709,78,77,87,85,98,68,69,57,72,0,0.14
New York City,20010710,85,77,99,85,99,75,69,60,51,0,0.15
New York City,20010711,74,77,81,85,98,68,69,62,58,0.01,0.14
New York City,20010712,72,77,80,85,98,66,70,58,48,0,0.15
New York City,20010713,70,78,77,86,99,66,70,58,50,0,0.16
New York City,20010714,72,78,79,86,99,66,70,59,55,0,0.16
New York City,20010715,74,78,84,86,103,66,70,62,52,0,0.16
New York City,20010716,76,78,87,86,97,69,70,58,52,0,0.15
New York City,20010717,78,78,84,86,98,72,70,60,66,0.32,0.15
New York City,20010718,74,78,81,86,101,69,70,62,80,0.04,0.15
New York City,20010719,74,78,81,86,100,66,70,62,71,0,0.15
New York City,20010720,72,78,81,86,101,64,70,61,56,0,0.14
New York City,20010721,78,78,87,86,100,69,70,62,52,0,0.15
New York City,20010722,76,78,84,86,104,70,70,62,55,0,0.15
New York City,20010723,80,78,91,86,100,72,70,59,65,0,0.14
New York City,20010724,85,78,97,86,98,75,70,59,65,0,0.15
New York City,20010725,89,78,96,86,97,82,70,59,63,0.44,0.15
New York City,20010726,75,78,82,86,98,68,70,62,84,0.49,0.15
New York City,20010727,70,78,77,86,100,63,70,59,48,0,0.15
New York City,20010728,72,78,79,86,98,66,70,60,57,0,0.16
New York City,20010729,72,78,77,86,97,68,70,62,63,0,0.17
New York City,20010730,70,78,77,85,99,66,70,61,69,0,0.15
New York City,20010731,74,78,82,85,97,66,70,62,59,0,0.17
New York City,20010801,80,78,89,85,100,72,70,62,55,0,0.15
New York City,20010802,83,78,91,85,102,75,70,59,48,0,0.15
New York City,20010803,81,78,88,85,100,75,70,59,66,0,0.16
New York City,20010804,78,78,84,85,99,73,70,62,76,0,0.15
New York City,20010805,80,78,89,85,100,72,70,57,79,0,0.15
New York City,20010806,86,77,93,85,94,78,70,57,69,0,0.15
New York City,20010807,90,77,99,85,99,82,70,61,54,0,0.13
New York City,20010808,90,77,98,85,98,82,70,59,54,0,0.14
New York City,20010809,92,77,104,85,104,84,70,61,44,0,0.14
New York City,20010810,87,77,98,85,99,77,70,57,75,0.46,0.14
New York City,20010811,76,77,78,85,99,73,70,57,83,0.1,0.12
New York City,20010812,74,77,77,84,97,71,70,56,95,0.25,0.13
New York City,20010813,78,77,84,84,100,73,70,56,87,0.93,0.13
New York City,20010814,76,77,84,84,97,69,69,59,74,0.39,0.14
New York City,20010815,75,77,82,84,97,69,69,59,70,0,0.13
New York City,20010816,76,77,82,84,96,69,69,58,71,0,0.14
New York City,20010817,80,76,88,84,94,73,69,58,70,0,0.13
New York City,20010818,80,76,86,84,95,73,69,59,50,0,0.13
New York City,20010819,77,76,82,84,94,73,69,59,81,0,0.13
New York City,20010820,78,76,84,83,98,71,69,58,83,0.15,0.14
New York City,20010821,78,76,82,83,97,73,69,57,58,0,0.13
New York City,20010822,79,76,87,83,93,72,68,55,51,0,0.13
New York City,20010823,76,76,84,83,92,71,68,56,74,0.51,0.14
New York City,20010824,76,75,84,83,93,69,68,55,70,0,0.13
New York City,20010825,73,75,78,83,96,68,68,53,62,0,0.13
New York City,20010826,73,75,81,82,103,66,68,53,65,0,0.12
New York City,20010827,80,75,88,82,99,73,68,55,77,0.01,0.12
New York City,20010828,80,75,88,82,99,73,67,54,65,0,0.11
New York City,20010829,76,74,84,82,100,70,67,51,60,0,0.11
New York City,20010830,74,74,82,81,99,68,67,54,68,0,0.11
New York City,20010831,78,74,84,81,100,75,67,52,70,0,0.11
New York City,20010901,74,74,81,81,96,66,67,55,63,0.03,0.11
New York City,20010902,66,74,73,81,102,60,66,56,55,0,0.12
New York City,20010903,70,73,79,80,96,64,66,51,61,0,0.12
New York City,20010904,74,73,80,80,93,69,66,54,74,0.26,0.12
New York City,20010905,72,73,78,80,93,66,66,54,57,0,0.12
New York City,20010906,70,72,80,80,94,62,65,53,56,0,0.12
New York City,20010907,76,72,86,79,90,68,65,53,60,0,0.12
New York City,20010908,75,72,82,79,95,68,65,54,75,0,0.12
New York City,20010909,77,72,82,79,91,72,64,53,71,0,0.12
New York City,20010910,77,71,84,78,95,71,64,50,84,0.53,0.11
New York City,20010911,74,71,81,78,96,66,64,51,56,0,0.12
New York City,20010912,70,70,78,78,94,64,63,52,52,0,0.12
New York City,20010913,75,70,86,77,93,66,63,50,58,0,0.12
New York City,20010914,63,70,71,77,89,55,63,48,85,1.67,0.13
New York City,20010915,62,70,69,77,91,55,62,49,53,0,0.13
New York City,20010916,64,69,73,76,95,57,62,48,56,0,0.13
New York City,20010917,68,69,75,76,95,61,62,48,58,0,0.12
New York City,20010918,70,68,78,76,89,64,61,47,57,0,0.13
New York City,20010919,71,68,78,75,92,64,61,49,69,0,0.13
New York City,20010920,70,68,73,75,90,66,60,46,88,1.25,0.13
New York City,20010921,72,67,78,75,89,66,60,43,87,0.58,0.13
New York City,20010922,72,67,79,74,93,66,60,47,84,0,0.12
New York City,20010923,70,66,78,74,93,64,59,42,69,0,0.12
New York City,20010924,72,66,75,73,89,69,59,44,83,0.01,0.12
New York City,20010925,66,66,73,73,90,59,59,41,82,0.49,0.13
New York City,20010926,58,65,64,73,90,51,58,44,59,0,0.12
New York City,20010927,60,65,66,72,90,55,58,43,55,0,0.13
New York City,20010928,58,65,64,72,86,54,57,42,65,0,0.14
New York City,20010929,60,64,64,71,86,55,57,43,68,0,0.14
New York City,20010930,54,64,55,71,88,52,57,43,68,0.35,0.14
New York City,20011001,54,63,60,71,87,48,56,39,67,0.09,0.13
New York City,20011002,64,63,75,70,87,53,56,42,62,0,0.12
New York City,20011003,72,63,82,70,85,62,56,40,61,0,0.12
New York City,20011004,73,62,82,70,86,64,55,38,53,0,0.12
New York City,20011005,72,62,81,69,93,64,55,38,59,0,0.13
New York City,20011006,64,62,71,69,92,55,54,40,64,0.08,0.12
New York City,20011007,52,61,57,68,85,46,54,40,46,0,0.12
New York City,20011008,48,61,54,68,89,42,54,40,49,0,0.13
New York City,20011009,52,60,61,68,85,44,53,40,44,0,0.13
New York City,20011010,60,60,70,67,89,51,53,36,57,0,0.13
New York City,20011011,65,60,73,67,86,57,53,36,75,0,0.13
New York City,20011012,68,59,77,67,86,60,52,41,69,0,0.12
New York City,20011013,66,59,75,66,86,60,52,39,76,0,0.12
New York City,20011014,62,59,68,66,82,57,52,40,80,0.04,0.13
New York City,20011015,64,58,70,66,83,60,51,39,64,0.25,0.13
New York City,20011016,62,58,69,65,82,53,51,39,68,0.03,0.12
New York City,20011017,54,58,59,65,80,50,51,38,50,0,0.12
New York City,20011018,50,57,57,64,79,44,50,37,41,0,0.12
New York City,20011019,54,57,63,64,80,46,50,32,54,0,0.12
New York City,20011020,62,57,71,64,79,53,50,32,59,0,0.12
New York City,20011021,65,56,71,63,82,59,49,33,57,0,0.12
New York City,20011022,65,56,71,63,83,60,49,33,68,0,0.13
New York City,20011023,62,56,66,63,86,57,49,32,84,0,0.12
New York City,20011024,72,55,80,62,80,64,48,30,80,0,0.12
New York City,20011025,70,55,78,62,78,61,48,37,60,0,0.12
New York City,20011026,53,55,60,62,76,45,48,34,32,0,0.12
New York City,20011027,48,54,52,61,79,44,48,33,51,0,0.11
New York City,20011028,46,54,52,61,80,41,47,33,47,0,0.12
New York City,20011029,50,54,59,61,77,42,47,31,45,0,0.11
New York City,20011030,54,54,61,60,81,48,47,35,40,0,0.11
New York City,20011031,50,53,57,60,81,44,46,33,42,0,0.12
New York City,20011101,58,53,64,60,83,52,46,37,73,0,0.11
New York City,20011102,64,53,73,59,83,55,46,29,76,0,0.12
New York City,20011103,62,52,68,59,80,55,46,32,61,0.08,0.12
New York City,20011104,56,52,61,59,76,50,45,29,51,0,0.11
New York City,20011105,48,52,50,58,74,46,45,32,55,0,0.11
New York City,20011106,50,51,55,58,75,44,45,30,49,0,0.11
New York City,20011107,56,51,63,58,69,48,44,32,36,0,0.11
New York City,20011108,50,51,55,57,74,46,44,31,65,0,0.11
New York City,20011109,50,50,57,57,72,44,44,27,49,0,0.1
New York City,20011110,53,50,61,57,75,45,44,31,35,0,0.11
New York City,20011111,46,50,53,56,74,39,43,29,45,0,0.1
New York City,20011112,42,50,48,56,67,37,43,24,47,0,0.11
New York City,20011113,48,49,54,56,70,41,43,26,49,0,0.1
New York City,20011114,52,49,60,55,72,44,42,24,56,0,0.11
New York City,20011115,60,48,66,55,80,53,42,22,51,0,0.11
New York City,20011116,64,48,70,55,72,54,42,22,48,0,0.11
New York City,20011117,48,48,52,54,72,44,41,27,54,0,0.12
New York City,20011118,50,48,57,54,72,44,41,22,61,0,0.11
New York City,20011119,53,47,60,54,70,46,41,22,79,0,0.12
New York City,20011120,49,47,59,53,75,39,41,23,59,0.06,0.12
New York City,20011121,42,46,46,53,69,37,40,20,50,0,0.11
New York City,20011122,46,46,54,52,69,39,40,21,51,0,0.13
New York City,20011123,50,46,55,52,70,44,40,23,79,0,0.11
New York City,20011124,56,46,63,52,68,50,39,22,89,0.12,0.12
New York City,20011125,62,45,66,51,68,57,39,23,83,0.58,0.12
New York City,20011126,57,45,61,51,67,51,39,24,81,0,0.11
New York City,20011127,52,44,55,51,65,48,38,23,68,0,0.12
New York City,20011128,60,44,65,50,68,54,38,21,69,0,0.12
